ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
4,Auckland,ASB Classic,2026-01-13,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Michelsen A.,60.0,37.0,895.0,1350.0,6,4,6,4.0,,,,,,,2,0,Completed,1.91,1.91,,,2.02,1.91,1.96,1.81,2.12,1.87
4,Auckland,ASB Classic,2026-01-13,ATP250,Outdoor,Hard,2nd Round,3,Shelton B.,Comesana F.,8.0,68.0,3960.0,829.0,7,5,6,4.0,,,,,,,2,0,Completed,1.25,4.0,,,1.32,4.0,1.29,3.53,1.32,4.1
4,Auckland,ASB Classic,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Baez S.,Brooksby J.,39.0,48.0,1250.0,1017.0,7,5,6,0.0,,,,,,,2,0,Completed,2.5,1.53,,,2.63,1.6,2.41,1.55,2.5,1.65
4,Auckland,ASB Classic,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Darderi L.,Tabilo A.,24.0,81.0,1579.0,722.0,1,6,7,5.0,6,3,,,,,2,1,Completed,2.3,1.62,,,2.43,1.65,2.34,1.59,2.36,1.72
4,Auckland,ASB Classic,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Spizzirri E.,Borges N.,89.0,46.0,672.0,1070.0,7,6,6,4.0,,,,,,,2,0,Completed,2.1,1.73,,,2.18,1.75,2.08,1.72,2.12,1.85
4,Auckland,ASB Classic,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Mpetshi G.,Norrie C.,63.0,28.0,865.0,1538.0,4,6,6,3.0,7,6,,,,,2,1,Completed,2.1,1.73,,,2.12,1.85,2.05,1.74,2.16,1.85
4,Auckland,ASB Classic,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Marozsan F.,Ruud C.,52.0,13.0,975.0,2795.0,6,4,6,4.0,,,,,,,2,0,Completed,3,1.4,,,3.0,1.49,2.76,1.44,2.9,1.5
4,Auckland,ASB Classic,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Mensik J.,Medjedovic H.,18.0,96.0,2125.0,643.0,6,1,3,6.0,6,3,,,,,2,1,Completed,1.67,2.2,,,1.7,2.3,1.66,2.19,1.71,2.38
4,Auckland,ASB Classic,2026-01-14,ATP250,Outdoor,Hard,Quarterfinals,3,Giron M.,Darderi L.,60.0,24.0,895.0,1579.0,1,6,7,5.0,6,4,,,,,2,1,Completed,1.4,3.0,,,1.44,3.0,1.41,2.84,1.46,3.05
4,Auckland,ASB Classic,2026-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Mensik J.,Mpetshi G.,18.0,63.0,2125.0,865.0,6,4,6,2.0,,,,,,,2,0,Completed,1.62,2.3,,,1.65,2.3,1.62,2.25,1.69,2.38
4,Auckland,ASB Classic,2026-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Marozsan F.,Spizzirri E.,52.0,89.0,975.0,672.0,6,4,2,6.0,6,2,,,,,2,1,Completed,1.73,2.1,,,1.73,2.18,1.71,2.11,1.79,2.22
4,Auckland,ASB Classic,2026-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Baez S.,Shelton B.,39.0,8.0,1250.0,3960.0,7,5,6,3.0,,,,,,,2,0,Completed,4.33,1.22,,,4.33,1.25,4.03,1.23,4.5,1.27
4,Auckland,ASB Classic,2026-01-16,ATP250,Outdoor,Hard,Semifinals,3,Mensik J.,Marozsan F.,18.0,52.0,2125.0,975.0,7,6,4,6.0,6,1,,,,,2,1,Completed,1.3,3.5,,,1.33,3.5,1.32,3.3,1.35,3.75
4,Auckland,ASB Classic,2026-01-16,ATP250,Outdoor,Hard,Semifinals,3,Baez S.,Giron M.,39.0,60.0,1250.0,895.0,6,1,6,4.0,,,,,,,2,0,Completed,2.38,1.57,,,2.6,1.6,2.49,1.52,2.8,1.54
4,Auckland,ASB Classic,2026-01-17,ATP250,Outdoor,Hard,The Final,3,Mensik J.,Baez S.,18.0,39.0,2125.0,1250.0,6,3,7,6.0,,,,,,,2,0,Completed,1.44,2.75,,,1.47,2.8,1.45,2.72,1.47,3.05
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Kecmanovic M.,62.0,60.0,895.0,910.0,6,2,3,6.0,4,6,6,3,6,4,3,2,Completed,1.73,2.1,,,1.75,2.16,1.71,2.11,1.8,2.24
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Fery A.,Cobolli F.,186.0,22.0,316.0,1955.0,7,6,6,4.0,6,1,,,,,3,0,Completed,3.2,1.36,,,3.2,1.43,2.89,1.4,3.4,1.4
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Schoolkate T.,37.0,98.0,1383.0,641.0,6,4,7,6.0,6,3,,,,,3,0,Completed,1.33,3.4,,,1.36,3.5,1.34,3.22,1.39,3.5
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Diallo G.,3.0,41.0,5105.0,1215.0,6,7,6,1.0,6,4,6,2,,,3,1,Completed,1.13,6.0,,,1.14,6.5,1.13,5.88,1.16,6.8
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo F.,Zhang Zh.,21.0,368.0,2035.0,130.0,6,3,7,6.0,6,3,,,,,3,0,Completed,1.4,3.0,,,1.43,3.0,1.41,2.83,1.46,3.1
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Comesana F.,Kypson P.,68.0,116.0,829.0,527.0,6,2,6,3.0,3,6,6,3,,,3,1,Completed,1.57,2.38,,,1.62,2.38,1.59,2.3,1.67,2.46
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Nava E.,Jacquet K.,89.0,128.0,683.0,477.0,6,2,7,5.0,6,7,4,6,7,6,3,2,Completed,1.57,2.38,,,1.64,2.4,1.58,2.32,1.61,2.58
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Draxl L.,66.0,145.0,837.0,429.0,7,5,6,0.0,6,4,,,,,3,0,Completed,1.73,2.1,,,1.8,2.1,1.74,2.05,1.82,2.18
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Zheng M.,Korda S.,174.0,53.0,337.0,975.0,6,4,6,4.0,3,6,6,7,6,3,3,2,Completed,3.5,1.3,,,3.8,1.33,3.45,1.3,3.85,1.34
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Faria J.,Blockx A.,151.0,96.0,413.0,653.0,6,3,3,6.0,6,3,6,4,,,3,1,Completed,2.38,1.57,,,2.65,1.62,2.4,1.55,2.6,1.61
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Ugo Carabelli C.,54.0,49.0,967.0,1028.0,7,6,6,1.0,6,2,,,,,3,0,Completed,1.2,4.5,,,1.23,4.5,1.22,4.19,1.24,4.9
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Kubler J.,34.0,194.0,1500.0,305.0,7,6,6,3.0,6,2,,,,,3,0,Completed,1.29,3.75,,,1.3,4.0,1.29,3.53,1.34,3.85
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Hanfmann Y.,Svajda Z.,102.0,143.0,611.0,431.0,7,5,4,6.0,6,4,7,6,,,3,1,Completed,2.3,1.62,,,2.4,1.64,2.31,1.58,2.54,1.64
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Bonzi B.,27.0,106.0,1553.0,566.0,6,0,6,7.0,4,6,6,3,6,4,3,2,Completed,1.3,3.5,,,1.3,4.0,1.28,3.54,1.32,4.0
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Brooksby J.,10.0,48.0,3065.0,1042.0,6,4,6,4.0,6,4,,,,,3,0,Completed,1.29,3.75,,,1.29,3.9,1.27,3.73,1.35,3.85
5,Melbourne,Australian Open,2026-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Alcaraz C.,Walton A.,1.0,81.0,12050.0,727.0,6,3,7,6.0,6,2,,,,,3,0,Completed,1,41.0,,,1.01,41.0,1.01,24.06,1.01,55.0
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Medjedovic H.,Navone M.,90.0,74.0,681.0,760.0,6,2,6,7.0,6,4,6,2,,,3,1,Completed,1.36,3.2,,,1.4,3.2,1.37,3.0,1.44,3.25
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Shevchenko A.,Ymer E.,97.0,175.0,650.0,337.0,3,6,7,5.0,6,4,6,1,,,3,1,Completed,1.44,2.75,,,1.5,2.9,1.44,2.72,1.53,2.84
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,Auger-Aliassime F.,46.0,8.0,1070.0,3990.0,3,6,6,4.0,6,4,0,0,,,2,1,Retired,3.75,1.29,,,3.75,1.33,3.61,1.28,4.5,1.27
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Halys Q.,Tabilo A.,83.0,79.0,725.0,737.0,6,2,6,2.0,7,6,,,,,3,0,Completed,1.8,2.0,,,1.85,2.3,1.77,2.03,1.9,2.1
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,De Jong J.,12.0,73.0,2910.0,763.0,7,5,6,2.0,7,6,,,,,3,0,Completed,1.04,13.0,,,1.06,13.0,1.05,9.88,1.05,17.5
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Marozsan F.,Rinderknech A.,47.0,28.0,1065.0,1551.0,6,3,6,4.0,6,7,6,4,,,3,1,Completed,1.8,2.0,,,1.85,2.1,1.81,1.97,1.91,2.06
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Kovacevic A.,20.0,56.0,2050.0,964.0,6,4,6,3.0,6,3,,,,,3,0,Completed,1.17,5.0,,,1.2,5.75,1.17,4.81,1.2,5.5
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Bautista Agut R.,318.0,91.0,165.0,670.0,6,4,6,7.0,6,4,6,0,,,3,1,Completed,1.3,3.5,,,1.32,3.8,1.29,3.48,1.33,3.9
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Opelka R.,Budkov Kjaer N.,63.0,135.0,873.0,446.0,6,4,6,3.0,6,4,,,,,3,0,Completed,1.53,2.5,,,1.6,2.6,1.55,2.41,1.64,2.52
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Arnaldi M.,15.0,65.0,2600.0,858.0,6,4,6,2.0,6,3,,,,,3,0,Completed,1.22,4.33,,,1.25,4.5,1.24,4.01,1.25,4.7
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Cerundolo J.M.,111.0,87.0,548.0,700.0,6,7,7,5.0,6,1,6,1,,,3,1,Completed,1.44,2.75,,,1.45,2.88,1.42,2.79,1.5,2.96
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,McDonald M.,6.0,113.0,4080.0,546.0,6,2,6,2.0,6,3,,,,,3,0,Completed,1.05,11.0,,,1.06,11.0,1.05,10.02,1.04,21.0
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Tien L.,Giron M.,29.0,51.0,1540.0,985.0,7,6,4,6.0,3,6,7,6,6,2,3,2,Completed,1.5,2.63,,,1.55,2.63,1.52,2.49,1.59,2.68
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Misolic F.,14.0,84.0,2635.0,725.0,6,2,6,3.0,6,3,,,,,3,0,Completed,1.06,10.0,,,1.08,10.0,1.06,8.94,1.06,14.0
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Tirante T.A.,Vukic A.,103.0,78.0,605.0,746.0,7,5,6,2.0,6,2,,,,,3,0,Completed,2.75,1.44,,,2.95,1.45,2.78,1.43,3.0,1.48
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Djere L.,139.0,92.0,437.0,659.0,5,7,6,3.0,6,4,7,6,,,3,1,Completed,1.8,2.0,,,1.85,2.05,1.81,1.96,1.85,2.14
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,Fearnley J.,59.0,77.0,918.0,752.0,7,6,7,5.0,3,6,7,6,,,3,1,Completed,1.44,2.75,,,1.5,2.88,1.43,2.75,1.5,2.96
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Altmaier D.,70.0,44.0,790.0,1123.0,6,0,6,0.0,7,6,,,,,3,0,Completed,1.5,2.63,,,1.55,2.63,1.52,2.49,1.59,2.62
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,Nakashima B.,75.0,30.0,759.0,1535.0,6,3,4,6.0,7,6,7,6,,,3,1,Completed,3.2,1.36,,,3.25,1.4,3.09,1.35,3.45,1.38
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Maestrelli F.,Atmane T.,141.0,64.0,436.0,862.0,6,4,3,6.0,6,7,6,1,6,1,3,2,Completed,2.63,1.5,,,2.63,1.53,2.52,1.5,2.66,1.59
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Svrcina D.,39.0,95.0,1335.0,655.0,3,6,6,2.0,6,7,7,5,6,3,3,2,Completed,1.22,4.33,,,1.25,4.33,1.23,3.98,1.26,4.7
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Bu Y.,23.0,120.0,1650.0,499.0,6,3,7,6.0,6,1,,,,,3,0,Completed,1.5,2.63,,,1.52,2.63,1.49,2.57,1.58,2.7
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Hijikata R.,Mannarino A.,114.0,69.0,542.0,810.0,6,3,6,3.0,6,1,,,,,3,0,Completed,1.57,2.38,,,1.7,2.4,1.6,2.31,1.64,2.52
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Gea A.,Lehecka J.,198.0,19.0,300.0,2090.0,7,5,7,6.0,7,5,,,,,3,0,Completed,3.4,1.33,,,3.4,1.35,3.26,1.32,3.7,1.36
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Vacherot V.,Damm M.,31.0,177.0,1519.0,333.0,6,4,6,4.0,6,4,,,,,3,0,Completed,1.44,2.75,,,1.48,2.75,1.46,2.67,1.49,2.96
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Muller A.,Popyrin A.,52.0,50.0,980.0,1000.0,2,6,6,3.0,3,6,7,6,7,6,3,2,Completed,3.2,1.36,,,3.25,1.41,3.04,1.36,3.3,1.42
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Bellucci M.,13.0,76.0,2795.0,758.0,6,1,6,2.0,6,4,,,,,3,0,Completed,1.17,5.0,,,1.21,5.25,1.19,4.61,1.2,5.5
5,Melbourne,Australian Open,2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Martinez P.,4.0,71.0,4780.0,768.0,6,3,6,2.0,6,2,,,,,3,0,Completed,1.02,17.0,,,1.04,17.0,1.03,12.53,1.06,15.0
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Taberner C.,40.0,99.0,1240.0,630.0,6,4,6,0.0,6,3,,,,,3,0,Completed,1.08,8.0,,,1.1,8.5,1.08,7.38,1.1,10.0
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Darderi L.,Garin C.,25.0,82.0,1599.0,726.0,7,6,7,5.0,7,6,,,,,3,0,Completed,1.5,2.63,,,1.53,2.88,1.49,2.57,1.61,2.6
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Musetti L.,Collignon R.,5.0,72.0,4105.0,767.0,4,6,7,6.0,7,5,3,2,,,2,1,Retired,1.25,4.0,,,1.26,4.2,1.24,3.93,1.26,4.7
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Quinn E.,Griekspoor T.,80.0,26.0,733.0,1565.0,6,2,6,3.0,6,2,,,,,3,0,Completed,2.1,1.73,,,2.17,1.8,2.08,1.72,2.2,1.81
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Mpetshi G.,36.0,61.0,1390.0,905.0,6,4,6,4.0,3,6,5,7,6,3,3,2,Completed,2.3,1.62,,,2.3,1.73,2.16,1.67,2.36,1.72
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Michelsen A.,18.0,38.0,2320.0,1350.0,4,6,6,4.0,6,3,5,7,6,3,3,2,Completed,1.57,2.38,,,1.62,2.45,1.56,2.38,1.63,2.56
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Basavareddy N.,O Connell C.,242.0,118.0,230.0,521.0,4,6,7,6.0,6,7,6,2,6,3,3,2,Completed,1.62,2.3,,,1.7,2.32,1.62,2.25,1.64,2.5
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Mensik J.,Carreno Busta P.,17.0,94.0,2345.0,656.0,7,5,4,6.0,2,6,7,6,6,3,3,2,Completed,1.22,4.33,,,1.24,4.33,1.22,4.08,1.24,5.0
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Shelton B.,Humbert U.,7.0,33.0,4000.0,1510.0,6,3,7,6.0,7,6,,,,,3,0,Completed,1.57,2.38,,,1.62,2.43,1.57,2.34,1.66,2.48
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Spizzirri E.,Fonseca J.,85.0,32.0,725.0,1510.0,6,4,2,6.0,6,1,6,2,,,3,1,Completed,2.63,1.5,,,2.63,1.55,2.48,1.53,2.52,1.64
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Wu Y.,Nardi L.,168.0,108.0,347.0,561.0,7,5,4,6.0,6,4,6,2,,,3,1,Completed,1.25,4.0,,,1.3,4.5,1.24,3.97,1.28,4.3
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Sweeny D.,Monfils G.,182.0,110.0,325.0,550.0,6,7,7,5.0,6,4,7,5,,,3,1,Completed,2.38,1.57,,,2.5,1.57,2.41,1.54,2.62,1.6
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Jodar R.,Sakamoto R.,150.0,203.0,418.0,292.0,7,6,6,1.0,5,7,4,6,6,3,3,2,Completed,1.33,3.4,,,1.42,3.4,1.37,3.04,1.44,3.2
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Bergs Z.,55.0,43.0,965.0,1170.0,6,7,7,6.0,6,3,6,3,,,3,1,Completed,1.36,3.2,,,1.4,3.25,1.37,3.02,1.41,3.35
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Prizmic D.,88.0,127.0,694.0,481.0,7,6,3,6.0,1,6,7,5,6,3,3,2,Completed,2.1,1.73,,,2.13,1.75,2.07,1.73,2.16,1.84
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Royer V.,9.0,58.0,3840.0,924.0,7,6,5,7.0,6,1,6,3,,,3,1,Completed,1.11,6.5,,,1.14,7.0,1.12,6.24,1.15,7.2
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Kopriva V.,Struff J.L.,101.0,86.0,626.0,706.0,4,6,6,2.0,2,6,6,3,6,1,3,2,Completed,3,1.4,,,3.0,1.44,2.83,1.41,2.98,1.48
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Gaston H.,2.0,93.0,11500.0,656.0,6,2,6,1.0,,,,,,,2,0,Retired,1,51.0,,,1.01,51.0,1.01,26.85,1.01,90.0
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,Dimitrov G.,24.0,45.0,1610.0,1105.0,6,4,6,4.0,6,3,,,,,3,0,Completed,1.73,2.1,,,1.73,2.2,1.68,2.14,1.76,2.26
5,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Mochizuki S.,35.0,112.0,1455.0,547.0,4,6,6,3.0,6,2,6,2,,,3,1,Completed,1.11,6.5,,,1.15,7.0,1.12,5.96,1.14,7.6
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Marozsan F.,Majchrzak K.,47.0,59.0,1065.0,918.0,6,3,6,4.0,7,6,,,,,3,0,Completed,1.57,2.38,,,1.65,2.38,1.59,2.33,1.67,2.46
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Cerundolo F.,Dzumhur D.,21.0,66.0,2035.0,837.0,6,3,6,2.0,6,1,,,,,3,0,Completed,1.2,4.5,,,1.22,4.75,1.2,4.41,1.22,5.1
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Tirante T.A.,20.0,103.0,2050.0,605.0,6,3,6,4.0,6,2,,,,,3,0,Completed,1.07,9.0,,,1.1,9.0,1.08,7.83,1.1,10.0
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Faria J.,15.0,151.0,2600.0,413.0,6,4,6,3.0,4,6,7,5,,,3,1,Completed,1.1,7.0,,,1.12,7.5,1.1,6.54,1.13,8.0
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Halys Q.,12.0,83.0,2910.0,725.0,6,7,6,3.0,6,4,6,2,,,3,1,Completed,1.1,7.0,,,1.12,7.5,1.1,6.55,1.14,7.8
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Fery A.,62.0,186.0,895.0,316.0,7,6,6,1.0,6,3,,,,,3,0,Completed,1.62,2.3,,,1.63,2.35,1.6,2.29,1.7,2.42
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Davidovich Fokina A.,Opelka R.,14.0,63.0,2635.0,873.0,6,3,7,6.0,5,7,4,6,6,4,3,2,Completed,1.4,3.0,,,1.44,3.0,1.4,2.89,1.43,3.25
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Hanfmann Y.,1.0,102.0,12050.0,611.0,7,6,6,3.0,6,2,,,,,3,0,Completed,1.01,26.0,,,1.02,29.0,1.01,19.31,1.01,55.0
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Borges N.,Thompson J.,46.0,111.0,1070.0,548.0,6,7,6,3.0,6,2,6,4,,,3,1,Completed,1.53,2.5,,,1.67,2.53,1.55,2.43,1.53,2.84
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Zheng M.,37.0,174.0,1383.0,337.0,3,6,6,1.0,6,3,2,0,,,2,1,Retired,1.62,2.3,,,1.67,2.35,1.64,2.24,1.74,2.32
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Tien L.,Shevchenko A.,29.0,97.0,1540.0,650.0,6,2,5,7.0,6,1,6,0,,,3,1,Completed,1.17,5.0,,,1.21,5.25,1.18,4.71,1.21,5.4
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Nava E.,27.0,89.0,1553.0,683.0,6,1,7,6.0,4,6,7,6,,,3,1,Completed,1.44,2.75,,,1.44,2.9,1.42,2.83,1.51,2.96
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Bublik A.,Fucsovics M.,10.0,54.0,3065.0,967.0,7,5,6,4.0,7,5,,,,,3,0,Completed,1.2,4.5,,,1.2,5.0,1.2,4.48,1.21,5.7
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Muller A.,3.0,52.0,5105.0,980.0,6,3,4,6.0,6,3,6,4,,,3,1,Completed,1.05,11.0,,,1.06,11.0,1.05,9.98,1.05,17.0
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Medjedovic H.,6.0,90.0,4080.0,681.0,6,7,6,2.0,6,2,6,1,,,3,1,Completed,1.13,6.0,,,1.15,6.0,1.14,5.5,1.16,6.8
5,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Comesana F.,34.0,68.0,1500.0,829.0,6,4,6,3.0,4,6,6,2,,,3,1,Completed,1.4,3.0,,,1.44,3.0,1.4,2.91,1.45,3.15
5,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Vacherot V.,Hijikata R.,31.0,114.0,1519.0,542.0,6,1,6,3.0,4,6,6,2,,,3,1,Completed,1.5,2.63,,,1.54,2.63,1.51,2.53,1.54,2.82
5,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Mensik J.,Jodar R.,17.0,150.0,2345.0,418.0,6,2,6,4.0,6,4,,,,,3,0,Completed,1.44,2.75,,,1.55,2.75,1.52,2.5,1.63,2.58
5,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Darderi L.,Baez S.,25.0,36.0,1599.0,1390.0,6,3,1,6.0,6,4,6,3,,,3,1,Completed,2.5,1.53,,,2.5,1.6,2.38,1.56,2.44,1.68
5,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Basavareddy N.,18.0,242.0,2320.0,230.0,6,1,6,4.0,6,3,,,,,3,0,Completed,1.29,3.75,,,1.34,3.8,1.3,3.46,1.33,3.85
5,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Musetti L.,Sonego L.,5.0,40.0,4105.0,1240.0,6,3,6,3.0,6,4,,,,,3,0,Completed,1.36,3.2,,,1.4,3.25,1.36,3.09,1.38,3.6
